PSGC,REGION,PROVINCE_FIRE_DISTRICT,CONGRESSIONAL_DISTRICT,CITY_MUNICIPALITY,YEAR,INCIDENTS,INJURIES,DEATHS,ESTIMATED_DAMAGES
101307000,10,BUKIDNON,4TH,KALILANGAN,2016,5,0,0,140000.0
101308000,10,BUKIDNON,3RD,KIBAWE,2012,0,0,0,0.0
101308000,10,BUKIDNON,3RD,KIBAWE,2013,2,0,0,45000.0
101308000,10,BUKIDNON,3RD,KIBAWE,2014,3,0,0,425000.0
101308000,10,BUKIDNON,3RD,KIBAWE,2015,3,0,0,87500.0
101308000,10,BUKIDNON,3RD,KIBAWE,2016,3,0,0,4578000.0
101309000,10,BUKIDNON,3RD,KITAOTAO,2012,1,0,0,1000000.0
101309000,10,BUKIDNON,3RD,KITAOTAO,2013,0,0,0,0.0
101309000,10,BUKIDNON,3RD,KITAOTAO,2014,3,0,0,17304000.0
101309000,10,BUKIDNON,3RD,KITAOTAO,2015,2,0,0,10500.0
101309000,10,BUKIDNON,3RD,KITAOTAO,2016,2,0,0,163400.0
101310000,10,BUKIDNON,2ND,LANTAPAN,2012,3,0,0,63000.0
101310000,10,BUKIDNON,2ND,LANTAPAN,2013,10,0,0,614500.0
101310000,10,BUKIDNON,2ND,LANTAPAN,2014,8,0,0,204000.0
101310000,10,BUKIDNON,2ND,LANTAPAN,2015,6,0,0,182000.0
101310000,10,BUKIDNON,2ND,LANTAPAN,2016,17,0,0,334000.0
101311000,10,BUKIDNON,1ST,LIBONA,2012,2,0,0,320000.0
101311000,10,BUKIDNON,1ST,LIBONA,2013,8,0,0,7440500.0
101311000,10,BUKIDNON,1ST,LIBONA,2014,7,1,0,39000.0
101311000,10,BUKIDNON,1ST,LIBONA,2015,5,0,0,443000.0
101311000,10,BUKIDNON,1ST,LIBONA,2016,12,1,0,129500.0
101312000,10,BUKIDNON,2ND,MALAYBALAY CITY (CAPITAL),2012,12,0,0,893000.0
101312000,10,BUKIDNON,2ND,MALAYBALAY CITY (CAPITAL),2013,24,1,2,811500.0
101312000,10,BUKIDNON,2ND,MALAYBALAY CITY (CAPITAL),2014,25,0,0,1532800.0
101312000,10,BUKIDNON,2ND,MALAYBALAY CITY (CAPITAL),2015,26,1,1,2502500.0
101312000,10,BUKIDNON,2ND,MALAYBALAY CITY (CAPITAL),2016,49,0,0,1828000.0
101313000,10,BUKIDNON,1ST,MALITBOG,2012,0,0,0,0.0
101313000,10,BUKIDNON,1ST,MALITBOG,2013,0,0,0,0.0
101313000,10,BUKIDNON,1ST,MALITBOG,2014,1,0,0,10000.0
101313000,10,BUKIDNON,1ST,MALITBOG,2015,2,0,0,60500.0
101313000,10,BUKIDNON,1ST,MALITBOG,2016,5,0,0,340000.0
101314000,10,BUKIDNON,1ST,MANOLO FORTICH,2012,7,0,0,33000.0
101314000,10,BUKIDNON,1ST,MANOLO FORTICH,2013,10,0,0,24164000.0
101314000,10,BUKIDNON,1ST,MANOLO FORTICH,2014,10,0,0,54200.0
101314000,10,BUKIDNON,1ST,MANOLO FORTICH,2015,12,2,2,890000.0
101314000,10,BUKIDNON,1ST,MANOLO FORTICH,2016,38,3,1,1271400.0
101315000,10,BUKIDNON,3RD,MARAMAG,2012,6,0,0,11258500.0
101315000,10,BUKIDNON,3RD,MARAMAG,2013,14,0,0,428300.0
101315000,10,BUKIDNON,3RD,MARAMAG,2015,26,0,0,2690500.0
101315000,10,BUKIDNON,3RD,MARAMAG,2016,23,4,2,3607500.0
101316000,10,BUKIDNON,4TH,PANGANTUCAN,2012,3,0,0,275000.0
101316000,10,BUKIDNON,4TH,PANGANTUCAN,2013,0,0,0,0.0
101316000,10,BUKIDNON,4TH,PANGANTUCAN,2014,6,0,0,354000.0
101316000,10,BUKIDNON,4TH,PANGANTUCAN,2015,2,0,0,100000.0
101316000,10,BUKIDNON,4TH,PANGANTUCAN,2016,5,0,0,92000.0
101317000,10,BUKIDNON,3RD,QUEZON,2012,5,0,0,35010000.0
101317000,10,BUKIDNON,3RD,QUEZON,2013,13,0,1,37257392.0
101317000,10,BUKIDNON,3RD,QUEZON,2014,14,0,0,2394000.0
101317000,10,BUKIDNON,3RD,QUEZON,2015,17,0,0,17176100.0
101317000,10,BUKIDNON,3RD,QUEZON,2016,18,2,0,1086500.0
101318000,10,BUKIDNON,2ND,SAN FERNANDO,2012,2,0,0,500000.0
101318000,10,BUKIDNON,2ND,SAN FERNANDO,2013,2,0,0,11850000.0
101318000,10,BUKIDNON,2ND,SAN FERNANDO,2014,3,0,0,25440000.0
101318000,10,BUKIDNON,2ND,SAN FERNANDO,2015,1,0,0,50000.0
101318000,10,BUKIDNON,2ND,SAN FERNANDO,2016,1,0,0,20000.0
101319000,10,BUKIDNON,1ST,SUMILAO,2012,1,0,0,50000.0
101319000,10,BUKIDNON,1ST,SUMILAO,2013,0,0,0,0.0
101319000,10,BUKIDNON,1ST,SUMILAO,2014,1,0,0,9000.0
101319000,10,BUKIDNON,1ST,SUMILAO,2015,5,0,0,235000.0
101319000,10,BUKIDNON,1ST,SUMILAO,2016,20,0,0,23700.0
101320000,10,BUKIDNON,1ST,TALAKAG,2012,5,0,0,610500.0
101320000,10,BUKIDNON,1ST,TALAKAG,2013,10,0,0,1257000.0
101320000,10,BUKIDNON,1ST,TALAKAG,2014,5,0,0,290000.0
101320000,10,BUKIDNON,1ST,TALAKAG,2015,7,0,0,3537000.0
101320000,10,BUKIDNON,1ST,TALAKAG,2016,23,0,0,20000.0
101321000,10,BUKIDNON,4TH,VALENCIA CITY,2012,9,0,0,2360500.0
101321000,10,BUKIDNON,4TH,VALENCIA CITY,2013,8,0,1,1600000.0
101321000,10,BUKIDNON,4TH,VALENCIA CITY,2014,16,3,0,7985000.0
101321000,10,BUKIDNON,4TH,VALENCIA CITY,2015,12,0,0,4210350.0
101321000,10,BUKIDNON,4TH,VALENCIA CITY,2016,18,0,0,2801600.0
101801000,10,CAMIGUIN,LONE,CATARMAN,2012,2,0,1,61000.0
101801000,10,CAMIGUIN,LONE,CATARMAN,2013,4,0,1,1053000.0
101801000,10,CAMIGUIN,LONE,CATARMAN,2014,4,0,0,65000.0
101801000,10,CAMIGUIN,LONE,CATARMAN,2015,6,0,0,87300.0
101801000,10,CAMIGUIN,LONE,CATARMAN,2016,14,0,0,1906200.0
101802000,10,CAMIGUIN,LONE,GUINSILIBAN,2012,0,0,0,0.0
101802000,10,CAMIGUIN,LONE,GUINSILIBAN,2013,0,0,0,0.0
101802000,10,CAMIGUIN,LONE,GUINSILIBAN,2014,0,0,0,0.0
101802000,10,CAMIGUIN,LONE,GUINSILIBAN,2015,0,0,0,0.0
101802000,10,CAMIGUIN,LONE,GUINSILIBAN,2016,0,0,0,0.0
101803000,10,CAMIGUIN,LONE,MAHINOG,2012,1,0,0,15000.0
101803000,10,CAMIGUIN,LONE,MAHINOG,2013,1,0,0,200000.0
101803000,10,CAMIGUIN,LONE,MAHINOG,2014,2,0,0,21500.0
101803000,10,CAMIGUIN,LONE,MAHINOG,2015,5,0,0,310500.0
101803000,10,CAMIGUIN,LONE,MAHINOG,2016,2,0,0,68000.0
101804000,10,CAMIGUIN,LONE,MAMBAJAO (CAPITAL),2012,0,0,0,0.0
101804000,10,CAMIGUIN,LONE,MAMBAJAO (CAPITAL),2013,1,0,0,23000.0
101804000,10,CAMIGUIN,LONE,MAMBAJAO (CAPITAL),2014,0,0,0,0.0
101804000,10,CAMIGUIN,LONE,MAMBAJAO (CAPITAL),2015,10,0,0,164000.0
101804000,10,CAMIGUIN,LONE,MAMBAJAO (CAPITAL),2016,33,0,0,155000.0
101805000,10,CAMIGUIN,LONE,SAGAY,2012,1,0,0,9000.0
101805000,10,CAMIGUIN,LONE,SAGAY,2013,2,0,0,208000.0
101805000,10,CAMIGUIN,LONE,SAGAY,2014,4,0,0,271000.0
101805000,10,CAMIGUIN,LONE,SAGAY,2015,3,0,0,154000.0
101805000,10,CAMIGUIN,LONE,SAGAY,2016,10,0,0,54000.0
103501000,10,LANAO DEL NORTE,1ST,BACOLOD,2012,0,0,0,0.0
103501000,10,LANAO DEL NORTE,1ST,BACOLOD,2013,0,0,0,0.0
103501000,10,LANAO DEL NORTE,1ST,BACOLOD,2014,3,0,0,11800.0
103501000,10,LANAO DEL NORTE,1ST,BACOLOD,2015,4,0,1,160300.0
103501000,10,LANAO DEL NORTE,1ST,BACOLOD,2016,13,0,0,142400.0
103502000,10,LANAO DEL NORTE,1ST,BALOI,2012,0,0,0,0.0
103502000,10,LANAO DEL NORTE,1ST,BALOI,2013,3,0,0,470000.0
103502000,10,LANAO DEL NORTE,1ST,BALOI,2014,1,0,0,30000.0
103502000,10,LANAO DEL NORTE,1ST,BALOI,2015,0,0,0,0.0
103502000,10,LANAO DEL NORTE,1ST,BALOI,2016,1,0,0,150000.0
103503000,10,LANAO DEL NORTE,1ST,BAROY,2012,0,0,0,0.0
103503000,10,LANAO DEL NORTE,1ST,BAROY,2013,2,0,0,55500.0
103503000,10,LANAO DEL NORTE,1ST,BAROY,2014,5,0,0,12100.0
103503000,10,LANAO DEL NORTE,1ST,BAROY,2015,6,1,0,71000.0
103503000,10,LANAO DEL NORTE,1ST,BAROY,2016,8,1,0,169400.0
103505000,10,LANAO DEL NORTE,2ND,KAPATAGAN,2012,4,0,1,80000.0
103505000,10,LANAO DEL NORTE,2ND,KAPATAGAN,2014,2,0,0,1000000.0
103505000,10,LANAO DEL NORTE,2ND,KAPATAGAN,2015,10,0,0,1860000.0
103505000,10,LANAO DEL NORTE,2ND,KAPATAGAN,2016,9,0,0,275000.0
103507000,10,LANAO DEL NORTE,1ST,KAUSWAGAN,2012,1,0,0,0.0
103507000,10,LANAO DEL NORTE,1ST,KAUSWAGAN,2013,1,0,0,70000.0
103507000,10,LANAO DEL NORTE,1ST,KAUSWAGAN,2014,3,1,0,510500.0
103507000,10,LANAO DEL NORTE,1ST,KAUSWAGAN,2015,2,0,0,76000.0
103507000,10,LANAO DEL NORTE,1ST,KAUSWAGAN,2016,5,0,0,6000.0
103508000,10,LANAO DEL NORTE,1ST,KOLAMBUGAN,2012,2,1,0,0.0
103508000,10,LANAO DEL NORTE,1ST,KOLAMBUGAN,2013,5,0,0,3640000.0
103508000,10,LANAO DEL NORTE,1ST,KOLAMBUGAN,2014,4,0,0,31263967.0
103508000,10,LANAO DEL NORTE,1ST,KOLAMBUGAN,2015,6,0,0,813500.0
103508000,10,LANAO DEL NORTE,1ST,KOLAMBUGAN,2016,8,0,0,714000.0
103509000,10,LANAO DEL NORTE,2ND,LALA,2012,3,0,0,130000.0
103509000,10,LANAO DEL NORTE,2ND,LALA,2013,11,1,0,5631300.0
103509000,10,LANAO DEL NORTE,2ND,LALA,2014,3,0,0,2510100.0
103509000,10,LANAO DEL NORTE,2ND,LALA,2015,11,0,0,4479500.0
103509000,10,LANAO DEL NORTE,2ND,LALA,2016,9,0,0,2163275.0
103510000,10,LANAO DEL NORTE,1ST,LINAMON,2012,1,0,0,0.0
103510000,10,LANAO DEL NORTE,1ST,LINAMON,2013,2,0,0,39000.0
103510000,10,LANAO DEL NORTE,1ST,LINAMON,2014,0,0,0,0.0
103510000,10,LANAO DEL NORTE,1ST,LINAMON,2015,0,0,0,0.0
103510000,10,LANAO DEL NORTE,1ST,LINAMON,2016,2,0,0,6500.0
103511000,10,LANAO DEL NORTE,2ND,MAGSAYSAY,2012,0,0,0,0.0
103511000,10,LANAO DEL NORTE,2ND,MAGSAYSAY,2013,0,0,0,0.0
103511000,10,LANAO DEL NORTE,2ND,MAGSAYSAY,2014,3,0,0,180000.0
103511000,10,LANAO DEL NORTE,2ND,MAGSAYSAY,2015,0,0,0,0.0
103511000,10,LANAO DEL NORTE,2ND,MAGSAYSAY,2016,0,0,0,0.0
103512000,10,LANAO DEL NORTE,1ST,MAIGO,2012,0,0,0,0.0
103512000,10,LANAO DEL NORTE,1ST,MAIGO,2013,1,0,0,50000.0
103512000,10,LANAO DEL NORTE,1ST,MAIGO,2014,1,0,0,60000.0
103512000,10,LANAO DEL NORTE,1ST,MAIGO,2015,7,0,0,892000.0
103512000,10,LANAO DEL NORTE,1ST,MAIGO,2016,11,0,0,64000.0
103513000,10,LANAO DEL NORTE,1ST,MATUNGAO,2012,0,0,0,0.0
103513000,10,LANAO DEL NORTE,1ST,MATUNGAO,2013,0,0,0,0.0
103513000,10,LANAO DEL NORTE,1ST,MATUNGAO,2014,0,0,0,0.0
103513000,10,LANAO DEL NORTE,1ST,MATUNGAO,2015,0,0,0,0.0
103513000,10,LANAO DEL NORTE,1ST,MATUNGAO,2016,0,0,0,0.0
103514000,10,LANAO DEL NORTE,2ND,MUNAI,2012,0,0,0,0.0
103514000,10,LANAO DEL NORTE,2ND,MUNAI,2013,0,0,0,0.0
103514000,10,LANAO DEL NORTE,2ND,MUNAI,2014,0,0,0,0.0
103514000,10,LANAO DEL NORTE,2ND,MUNAI,2015,0,0,0,0.0
103514000,10,LANAO DEL NORTE,2ND,MUNAI,2016,0,0,0,0.0
103515000,10,LANAO DEL NORTE,2ND,NUNUNGAN,2012,0,0,0,0.0
103515000,10,LANAO DEL NORTE,2ND,NUNUNGAN,2013,0,0,0,0.0
103515000,10,LANAO DEL NORTE,2ND,NUNUNGAN,2014,0,0,0,0.0
103515000,10,LANAO DEL NORTE,2ND,NUNUNGAN,2015,0,0,0,0.0
103515000,10,LANAO DEL NORTE,2ND,NUNUNGAN,2016,0,0,0,0.0
103516000,10,LANAO DEL NORTE,2ND,PANTAO RAGAT,2012,0,0,0,0.0
103516000,10,LANAO DEL NORTE,2ND,PANTAO RAGAT,2013,0,0,0,0.0
103516000,10,LANAO DEL NORTE,2ND,PANTAO RAGAT,2014,0,0,0,0.0
103516000,10,LANAO DEL NORTE,2ND,PANTAO RAGAT,2015,0,0,0,0.0
103516000,10,LANAO DEL NORTE,2ND,PANTAO RAGAT,2016,0,0,0,0.0
103523000,10,LANAO DEL NORTE,1ST,PANTAR,2012,0,0,0,0.0
103523000,10,LANAO DEL NORTE,1ST,PANTAR,2013,0,0,0,0.0
103523000,10,LANAO DEL NORTE,1ST,PANTAR,2014,0,0,0,0.0
103523000,10,LANAO DEL NORTE,1ST,PANTAR,2015,0,0,0,0.0
103523000,10,LANAO DEL NORTE,1ST,PANTAR,2016,0,0,0,0.0
103517000,10,LANAO DEL NORTE,2ND,POONA PIAGAPO,2012,0,0,0,0.0
103517000,10,LANAO DEL NORTE,2ND,POONA PIAGAPO,2013,0,0,0,0.0
103517000,10,LANAO DEL NORTE,2ND,POONA PIAGAPO,2014,0,0,0,0.0
103517000,10,LANAO DEL NORTE,2ND,POONA PIAGAPO,2015,0,0,0,0.0
103517000,10,LANAO DEL NORTE,2ND,POONA PIAGAPO,2016,0,0,0,0.0
103518000,10,LANAO DEL NORTE,2ND,SALVADOR,2012,1,0,0,0.0
103518000,10,LANAO DEL NORTE,2ND,SALVADOR,2013,2,0,0,305000.0
103518000,10,LANAO DEL NORTE,2ND,SALVADOR,2014,2,0,0,495000.0
103518000,10,LANAO DEL NORTE,2ND,SALVADOR,2015,1,0,0,750000.0
103518000,10,LANAO DEL NORTE,2ND,SALVADOR,2016,3,0,0,150000.0
103519000,10,LANAO DEL NORTE,2ND,SAPAD,2012,1,0,0,0.0
103519000,10,LANAO DEL NORTE,2ND,SAPAD,2013,1,0,0,30000.0
103519000,10,LANAO DEL NORTE,2ND,SAPAD,2014,1,0,0,500000.0
103519000,10,LANAO DEL NORTE,2ND,SAPAD,2015,0,0,0,0.0
103519000,10,LANAO DEL NORTE,2ND,SAPAD,2016,1,0,0,400000.0
103506000,10,LANAO DEL NORTE,2ND,SULTAN NAGA DIMAPORO (KAROMATAN),2012,1,0,0,0.0
103506000,10,LANAO DEL NORTE,2ND,SULTAN NAGA DIMAPORO (KAROMATAN),2013,0,0,0,0.0
103506000,10,LANAO DEL NORTE,2ND,SULTAN NAGA DIMAPORO (KAROMATAN),2014,0,0,0,0.0
103506000,10,LANAO DEL NORTE,2ND,SULTAN NAGA DIMAPORO (KAROMATAN),2015,0,0,0,0.0
103506000,10,LANAO DEL NORTE,2ND,SULTAN NAGA DIMAPORO (KAROMATAN),2016,0,0,0,0.0
103520000,10,LANAO DEL NORTE,1ST,TAGOLOAN,2012,0,0,0,0.0
103520000,10,LANAO DEL NORTE,1ST,TAGOLOAN,2013,0,0,0,0.0
103520000,10,LANAO DEL NORTE,1ST,TAGOLOAN,2014,0,0,0,0.0
103520000,10,LANAO DEL NORTE,1ST,TAGOLOAN,2015,0,0,0,0.0
103520000,10,LANAO DEL NORTE,1ST,TAGOLOAN,2016,0,0,0,0.0
103521000,10,LANAO DEL NORTE,2ND,TANGCAL,2012,0,0,0,0.0
103521000,10,LANAO DEL NORTE,2ND,TANGCAL,2013,0,0,0,0.0
103521000,10,LANAO DEL NORTE,2ND,TANGCAL,2014,0,0,0,0.0
103521000,10,LANAO DEL NORTE,2ND,TANGCAL,2015,0,0,0,0.0
103521000,10,LANAO DEL NORTE,2ND,TANGCAL,2016,0,0,0,0.0
103522000,10,LANAO DEL NORTE,1ST,TUBOD (CAPITAL),2012,2,0,0,0.0
103522000,10,LANAO DEL NORTE,1ST,TUBOD (CAPITAL),2013,5,0,0,300750.0
103522000,10,LANAO DEL NORTE,1ST,TUBOD (CAPITAL),2014,7,0,0,2538000.0
103522000,10,LANAO DEL NORTE,1ST,TUBOD (CAPITAL),2015,7,0,0,166200.0
103522000,10,LANAO DEL NORTE,1ST,TUBOD (CAPITAL),2016,21,1,0,1229500.0
104201000,10,MISAMIS OCCIDENTAL,1ST,ALORAN,2012,5,0,0,827000.0
104201000,10,MISAMIS OCCIDENTAL,1ST,ALORAN,2013,4,0,0,26000.0
104201000,10,MISAMIS OCCIDENTAL,1ST,ALORAN,2014,3,0,0,53000.0
104201000,10,MISAMIS OCCIDENTAL,1ST,ALORAN,2015,1,0,0,2000.0
104201000,10,MISAMIS OCCIDENTAL,1ST,ALORAN,2016,5,0,0,231800.0
104202000,10,MISAMIS OCCIDENTAL,1ST,BALIANGAO,2012,1,0,0,95000.0
104202000,10,MISAMIS OCCIDENTAL,1ST,BALIANGAO,2013,1,0,0,95000.0
104202000,10,MISAMIS OCCIDENTAL,1ST,BALIANGAO,2014,0,0,0,0.0
104202000,10,MISAMIS OCCIDENTAL,1ST,BALIANGAO,2015,0,0,0,0.0
104202000,10,MISAMIS OCCIDENTAL,1ST,BALIANGAO,2016,2,0,0,88000.0
104203000,10,MISAMIS OCCIDENTAL,2ND,BONIFACIO,2012,1,0,0,9000.0
104203000,10,MISAMIS OCCIDENTAL,2ND,BONIFACIO,2013,1,1,0,10000000.0
104203000,10,MISAMIS OCCIDENTAL,2ND,BONIFACIO,2014,1,0,0,300000.0
104203000,10,MISAMIS OCCIDENTAL,2ND,BONIFACIO,2015,0,0,0,0.0
104203000,10,MISAMIS OCCIDENTAL,2ND,BONIFACIO,2016,1,0,0,0.0
104204000,10,MISAMIS OCCIDENTAL,1ST,CALAMBA,2012,2,0,0,84000.0
104204000,10,MISAMIS OCCIDENTAL,1ST,CALAMBA,2013,1,0,2,7000.0
104204000,10,MISAMIS OCCIDENTAL,1ST,CALAMBA,2014,0,0,0,0.0
104204000,10,MISAMIS OCCIDENTAL,1ST,CALAMBA,2015,2,0,0,107000.0
104204000,10,MISAMIS OCCIDENTAL,1ST,CALAMBA,2016,2,0,0,4003000.0
104205000,10,MISAMIS OCCIDENTAL,2ND,CLARIN,2012,4,0,0,12300000.0
104205000,10,MISAMIS OCCIDENTAL,2ND,CLARIN,2013,0,0,0,0.0
104205000,10,MISAMIS OCCIDENTAL,2ND,CLARIN,2014,0,0,0,0.0
104205000,10,MISAMIS OCCIDENTAL,2ND,CLARIN,2015,2,0,0,1550000.0
104205000,10,MISAMIS OCCIDENTAL,2ND,CLARIN,2016,2,0,0,1000000.0
104206000,10,MISAMIS OCCIDENTAL,1ST,CONCEPCION,2012,0,0,0,0.0
104206000,10,MISAMIS OCCIDENTAL,1ST,CONCEPCION,2013,0,0,0,0.0
104206000,10,MISAMIS OCCIDENTAL,1ST,CONCEPCION,2014,0,0,0,0.0
104206000,10,MISAMIS OCCIDENTAL,1ST,CONCEPCION,2015,0,0,0,0.0
104206000,10,MISAMIS OCCIDENTAL,1ST,CONCEPCION,2016,2,0,0,49800.0
104217000,10,MISAMIS OCCIDENTAL,2ND,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),2012,0,0,0,0.0
104217000,10,MISAMIS OCCIDENTAL,2ND,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),2013,0,0,0,0.0
104217000,10,MISAMIS OCCIDENTAL,2ND,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),2014,0,0,0,0.0
104217000,10,MISAMIS OCCIDENTAL,2ND,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),2015,0,0,0,0.0
104217000,10,MISAMIS OCCIDENTAL,2ND,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),2016,0,0,0,0.0
104207000,10,MISAMIS OCCIDENTAL,1ST,JIMENEZ,2012,4,1,0,259000.0
104207000,10,MISAMIS OCCIDENTAL,1ST,JIMENEZ,2013,4,0,0,316000.0
104207000,10,MISAMIS OCCIDENTAL,1ST,JIMENEZ,2014,4,0,0,663500.0
104207000,10,MISAMIS OCCIDENTAL,1ST,JIMENEZ,2015,3,0,0,408500.0
104207000,10,MISAMIS OCCIDENTAL,1ST,JIMENEZ,2016,2,0,0,159500.0
104208000,10,MISAMIS OCCIDENTAL,1ST,LOPEZ JAENA,2012,2,3,1,4006000.0
104208000,10,MISAMIS OCCIDENTAL,1ST,LOPEZ JAENA,2013,4,0,0,10900.0
104208000,10,MISAMIS OCCIDENTAL,1ST,LOPEZ JAENA,2014,4,0,0,115500.0
104208000,10,MISAMIS OCCIDENTAL,1ST,LOPEZ JAENA,2015,3,0,0,13500.0
104208000,10,MISAMIS OCCIDENTAL,1ST,LOPEZ JAENA,2016,2,0,0,95000.0
104209000,10,MISAMIS OCCIDENTAL,1ST,OROQUIETA CITY (CAPITAL),2012,6,1,0,482000.0
104209000,10,MISAMIS OCCIDENTAL,1ST,OROQUIETA CITY (CAPITAL),2013,6,0,0,1773000.0
104209000,10,MISAMIS OCCIDENTAL,1ST,OROQUIETA CITY (CAPITAL),2014,16,0,0,6860200.0
104209000,10,MISAMIS OCCIDENTAL,1ST,OROQUIETA CITY (CAPITAL),2015,16,0,0,1573500.0
104209000,10,MISAMIS OCCIDENTAL,1ST,OROQUIETA CITY (CAPITAL),2016,15,0,0,1087000.0
104210000,10,MISAMIS OCCIDENTAL,2ND,OZAMIZ CITY,2012,9,0,0,2792700.0
104210000,10,MISAMIS OCCIDENTAL,2ND,OZAMIZ CITY,2013,21,2,0,5375000.0
104210000,10,MISAMIS OCCIDENTAL,2ND,OZAMIZ CITY,2014,20,1,0,10909700.0
104210000,10,MISAMIS OCCIDENTAL,2ND,OZAMIZ CITY,2015,0,0,0,0.0
104210000,10,MISAMIS OCCIDENTAL,2ND,OZAMIZ CITY,2016,16,0,0,3197600.0
104211000,10,MISAMIS OCCIDENTAL,1ST,PANAON,2012,1,0,0,25000.0
104211000,10,MISAMIS OCCIDENTAL,1ST,PANAON,2013,2,0,0,305000.0
104211000,10,MISAMIS OCCIDENTAL,1ST,PANAON,2014,1,0,0,9000.0
104211000,10,MISAMIS OCCIDENTAL,1ST,PANAON,2015,1,0,0,1200000.0
104211000,10,MISAMIS OCCIDENTAL,1ST,PANAON,2016,0,0,0,0.0
104212000,10,MISAMIS OCCIDENTAL,1ST,PLARIDEL,2012,2,0,0,1000000.0
104212000,10,MISAMIS OCCIDENTAL,1ST,PLARIDEL,2013,4,0,2,78000.0
104212000,10,MISAMIS OCCIDENTAL,1ST,PLARIDEL,2014,5,0,0,17400.0
104212000,10,MISAMIS OCCIDENTAL,1ST,PLARIDEL,2015,3,0,0,67000.0
104212000,10,MISAMIS OCCIDENTAL,1ST,PLARIDEL,2016,12,0,0,70000.0
104213000,10,MISAMIS OCCIDENTAL,1ST,SAPANG DALAGA,2012,1,0,0,400000.0
104213000,10,MISAMIS OCCIDENTAL,1ST,SAPANG DALAGA,2013,2,0,0,18000.0
104213000,10,MISAMIS OCCIDENTAL,1ST,SAPANG DALAGA,2014,1,0,0,300000.0
104213000,10,MISAMIS OCCIDENTAL,1ST,SAPANG DALAGA,2015,0,0,0,0.0
104213000,10,MISAMIS OCCIDENTAL,1ST,SAPANG DALAGA,2016,1,0,0,755000.0
104214000,10,MISAMIS OCCIDENTAL,2ND,SINACABAN,2012,0,0,0,0.0
104214000,10,MISAMIS OCCIDENTAL,2ND,SINACABAN,2013,2,0,0,2509000.0
104214000,10,MISAMIS OCCIDENTAL,2ND,SINACABAN,2014,0,0,0,0.0
